rebalance_date,n_universe,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,avg_score_m1,avg_score_m2,avg_score_final,strategy_equity,market_equity,alpha_equity
2025-01-07,7,-0.043010109176643566,-0.044010109176643566,-0.05525998601239051,0.011249876835746943,0.2,1.0,0.7164965093749667,0.6241058451923368,0.4450766496016828,0.9559898908233564,0.9447400139876095,1.011249876835747
2025-01-08,68,0.00596856639191694,0.00496856639191694,-0.146962216362178,0.15193078275409494,0.2,1.0,0.9113131220551652,0.751760173612608,0.684403510324118,0.9607397900659137,0.8058989276459554,1.164889862183384
2025-01-09,70,-0.04032798073958536,-0.04132798073958536,-0.2013377718872867,0.16000979114770134,0.4,1.0,0.9181213477009968,0.7556142343342407,0.6912516659036341,0.9210343545263163,0.6436410331873651,1.3512836457414221
2025-01-10,37,-0.09155293705203713,-0.09255293705203713,-0.0919055063091454,-0.0006474307428917248,0.0,0.0,0.8516080692288343,0.7489840949572335,0.637187473475712,0.8357899198890785,0.5844868781509388,1.3504087831668024
2025-01-13,14,-0.0907126072443159,-0.0917126072443159,-0.012262682906395702,-0.0794499243379202,0.0,0.0,0.7526786673542804,0.6987949741211155,0.524091739666037,0.7591374472275331,0.5773195009012247,1.243118907518937
2025-01-14,8,-0.04508252820637274,-0.04608252820637274,-0.0122626829063957,-0.033819845299977044,0.2,0.0,0.6864921389113217,0.6342730387995494,0.4341583146744029,0.7241544744031565,0.5702400149259944,1.20107681837717
2025-01-15,5,-0.07182229752335734,-0.07282229752335734,-0.0122626829063957,-0.06055961461696164,0.2,0.0,0.5957865830811502,0.5948058563687312,0.3545754119798311,0.6714198818152994,0.5632473424424186,1.1283400691308823
2025-01-24,5,-0.03632754279916214,-0.03732754279916214,-0.0122626829063957,-0.02506485989276644,0.4,0.0,0.5743818464268091,0.5822105446402058,0.3346071132951754,0.6463574274406304,0.5563404188841772,1.1000583833867223
2025-01-29,7,-0.08572937818103722,-0.08672937818103722,-0.012262682906395702,-0.07446669527464152,0.2,0.0,0.6273691377308932,0.6400004410805817,0.40116371239157156,0.5902992496760097,0.5495181927393892,1.0181406709667484
2025-01-30,10,-0.034770082225808116,-0.03577008222580812,-0.012262682906395702,-0.023507399319412415,0.2,0.0,0.75114174484379,0.6761435348081523,0.5069512153864718,0.569184196977266,0.5427796253905305,0.9942068316509987
2025-01-31,7,-0.03938701203083907,-0.040387012030839074,-0.012262682906395702,-0.028124329124443372,0.2,0.0,0.691598037999708,0.6605740230763579,0.45734058172495134,0.5461965479661817,0.5361236909563142,0.9662454314998759
2025-02-07,38,0.027026551712806417,0.026026551712806417,0.0038639633644843006,0.022162588348322115,0.6,1.0,0.8084056552032459,0.7740637077786983,0.622828177884666,0.5604121606671798,0.5381952532570015,0.9876599312416544
2025-02-10,17,-0.03940524940022428,-0.04040524940022428,-0.0202217343717149,-0.02018351502850938,0.2,0.0,0.7586152465148491,0.7216572323023909,0.5484044342405882,0.5377685675485039,0.5273120118055206,0.967725482176382
2025-02-11,8,-0.014431817073531797,-0.015431817073531796,-0.0020067438866044,-0.013425073186927396,0.6,0.0,0.7363437332350906,0.6948618498532446,0.5148301473460062,0.5294698213862001,0.5262538316494968,0.9547336967533094
2025-03-03,39,0.1322217537168379,0.1312217537168379,-0.0104902901503065,0.1417120438671444,0.8,1.0,0.7972950582357943,0.7310237366012649,0.5814914135352022,0.5989477798886382,0.5207332762627831,1.0900309602690554
2025-03-04,9,0.16234557153840123,0.16134557153840123,0.0436249111686097,0.11772066036979154,0.8,1.0,0.6555742657443975,0.6629472786346146,0.43501600016797115,0.6955853517564272,0.5434502191822862,1.2183501247354467
2025-03-05,14,0.17652579379334785,0.17552579379334785,-0.0110108748600312,0.18653666865337903,1.0,1.0,0.6952033782046164,0.7260717529349913,0.5021721140564506,0.8176785227744993,0.5374663568262136,1.4456170982570258
2025-03-07,63,0.10285013866033373,0.10185013866033372,0.06111421250069667,0.04073592615963705,0.4,1.0,0.8382761189880359,0.7759834395309313,0.6476151394952949,0.9009591936986588,0.570313189969266,1.5045056496267326
2025-03-10,87,-0.05527026388272445,-0.05627026388272445,-0.0027250490858790988,-0.053545214796845354,0.2,0.0,0.8759159943434269,0.7795990017105978,0.680887945895156,0.8502619821216686,0.5687590585322755,1.4239465714544017
2025-03-11,83,0.030673476706705637,0.029673476706705636,-0.020926929339742908,0.05060040604644854,0.4,1.0,0.9216880416854634,0.8116630656162382,0.7476979512923423,0.8754922112427533,0.5568566779030318,1.4959988461584426
2025-03-12,51,0.07683336100945418,0.07583336100945418,-0.013226477547355802,0.08905983855680998,0.4,1.0,0.8852007512383915,0.7498106739628712,0.6639963523508655,0.9418837281588903,0.5494914255556522,1.6292322618784876
2025-03-13,39,0.07999760551598215,0.07899760551598214,-0.013226477547355798,0.09222408306333794,0.4,1.0,0.7858113912173008,0.7676258746510276,0.6014598848137996,1.016290287357909,0.5422235895530758,1.779486713327439
2025-03-14,26,0.045053642083403504,0.0440536420834035,-0.013226477547355798,0.0572801196307593,0.4,1.0,0.7770290351427631,0.7522278985768459,0.5854798389786962,1.0610615759300135,0.5350518814202053,1.8814159251481815
2025-03-17,7,0.03970546527380248,0.03870546527380248,-0.0132264775473558,0.05193194282115828,0.4,1.0,0.7338675076865313,0.681794152143852,0.4999044148305197,1.1021304579105389,0.5279750297239305,1.9791215093957932
2025-03-18,8,0.042036617152626694,0.04103661715262669,-0.0132264775473558,0.05426309469998249,0.2,1.0,0.7303733203090648,0.6905079276698145,0.5047723481783027,1.1473581635640628,0.5209917798477224,2.0865147672829094
2025-03-19,10,0.10534861224141438,0.10434861224141438,-0.0132264775473558,0.11757508978877018,0.8,1.0,0.7757745393053854,0.7294118756055286,0.5676595328481449,1.2670833956758305,0.5141008937692095,2.3318369283917924
2025-03-20,10,0.09532088555235729,0.09432088555235729,-0.0132264775473558,0.10754736309971309,0.6,1.0,0.7745426499708412,0.7444935453550958,0.577918723852012,1.386595823624663,0.5073011498406955,2.582619841218864
2025-03-21,9,0.15913069704402233,0.15813069704402233,-0.0132264775473558,0.17135717459137811,0.8,1.0,0.7141018016498545,0.7321767528927626,0.5238500271466927,1.6058591877327613,0.5005913425725798,3.0251702802537626
2025-03-24,7,0.18122066915161067,0.18022066915161067,-0.0132264775473558,0.19344714669896645,0.8,1.0,0.6958373805889642,0.7268126057038243,0.5069988278812732,1.8952682051092213,0.4939702824196428,3.6103808392473655
2025-03-25,6,0.12608800751897836,0.12508800751897836,-0.0132264775473558,0.13831448506633415,0.6,1.0,0.6625404850911807,0.7046866457669834,0.4687945094373568,2.1323435286004044,0.4874367955701584,4.109748805921224
2025-04-02,13,-0.0381757899569357,-0.0391757899569357,-0.0089006943948772,-0.0302750955620585,0.2,0.0,0.6535313418403013,0.7420290405542419,0.48554423653146916,2.0488072864079236,0.4830982696159702,3.985325768085903
2025-04-03,63,-0.004901684499761078,-0.005901684499761078,-0.07939171611263267,0.07349003161287158,0.2,1.0,0.8745546323122937,0.7858177865077541,0.6861257555763024,2.0367158722027328,0.44474426894011504,4.278207484770127
2025-04-04,11,0.019083787748422898,0.018083787748422897,0.0113786710420125,0.006705116706410398,0.4,1.0,0.7540349305509813,0.6986984061868446,0.5273950279119666,2.073547409739491,0.44980486767420497,4.30689336524975
2025-04-07,102,0.012086235093583439,0.01108623509358344,-0.07680120672456998,0.08788744181815342,0.4,1.0,0.9411879492887726,0.8527400714254014,0.8026136768627736,2.096535243801554,0.4152593110462405,4.685415205305128
2025-04-08,83,0.005578662095359501,0.004578662095359501,-0.0003252410054278001,0.0049039031007873015,0.2,1.0,0.8949062197235923,0.7994538534818887,0.7154859459584569,2.106134570253933,0.41512425169040257,4.708392027458901
2025-04-09,42,0.0640171462008873,0.0630171462008873,-0.0091828093819057,0.072199955582793,0.6,1.0,0.7482837677915162,0.7891230342636463,0.5906900023109113,2.238857160386368,0.4113122448173233,5.04833772270781
2025-04-10,46,0.15505278056387448,0.15405278056387448,0.013061308919717698,0.14099147164415676,1.0,1.0,0.7782920660099018,0.7829787035380542,0.608459923188137,2.583759331229228,0.41668452110934495,5.760110287589095
2025-04-11,52,0.07012444648574853,0.06912444648574853,0.0051557160004032,0.06396873048534533,1.0,1.0,0.7843661048558908,0.7977676579884883,0.6259643098851042,2.7623602648528363,0.4188328281619488,6.1285772301417465
2025-04-14,29,0.11674019432765195,0.11574019432765195,0.005155716000403202,0.11058447832724876,0.8,1.0,0.7112776865593127,0.7365116408746265,0.5234106122489386,3.0820763787098877,0.42099221127559744,6.806302746025226
2025-04-15,29,0.11137561812494816,0.11037561812494816,0.005155716000403202,0.10521990212454496,0.8,1.0,0.7084139415972602,0.7394587156772863,0.5234456948652083,3.4222624641182935,0.42316272755531614,7.522461254792022
2025-04-16,24,0.14120513906347326,0.14020513906347326,0.0051557160004032,0.13504942306307005,1.0,1.0,0.7148053860049418,0.7442532894098168,0.5325273074892914,3.9020812488117036,0.42534443440054737,8.538365307265982
2025-04-17,26,0.11325996058716652,0.11225996058716652,0.005155716000403201,0.10710424458676332,1.0,1.0,0.7016478615431068,0.7457154985557992,0.5235132029780176,4.340128736011227,0.4275373895066687,9.452860473506533
2025-04-18,25,0.08101652731497362,0.08001652731497362,0.005155716000403201,0.07486081131457042,0.8,1.0,0.7009807388004136,0.7095637278005703,0.4975158903600567,4.687410765566771,0.42974165086651883,10.160509277796665
2025-04-21,23,0.07386494141850294,0.07286494141850294,0.005155716000403199,0.06770922541809975,0.8,1.0,0.697236980261034,0.692367027792731,0.48245701922882456,5.028958676404254,0.431957276771931,10.848469490849693
2025-05-08,70,0.03611608752260852,0.035116087522608516,-0.010607412377557,0.04572349990016551,0.8,1.0,0.8623380899711199,0.7570097656414708,0.6518715312374885,5.205556029432446,0.42737532780772464,11.344499484531507
2025-05-09,6,0.05751577973076336,0.05651577973076336,0.0320406654929545,0.024475114237808862,1.0,1.0,0.5996379527117714,0.631309308436929,0.37699394752843884,5.499752087367997,0.44106871772595374,11.62215740538618
2025-05-12,19,-0.00630223181451438,-0.00730223181451438,0.0093798112552265,-0.01668204306974088,0.2,0.0,0.7444804249836621,0.6501486208997067,0.48211644609195836,5.459591622703677,0.445205859048808,11.42827607498622
2025-05-13,13,-0.06897480268863644,-0.06997480268863644,0.009379811255226498,-0.07935461394386294,0.2,0.0,0.7234511588678003,0.586125521593982,0.42310761988955103,5.077557776144454,0.4493818059764068,10.521389639011804
2025-05-14,12,-0.031035099616877858,-0.03203509961687786,0.009379811255226498,-0.04141491087210436,0.2,0.0,0.7250550351175367,0.5784590372262122,0.4185136363436933,4.914897706975213,0.4535969224979984,10.085647224861448
2025-05-15,12,-0.013581147728314863,-0.014581147728314862,0.009379811255226498,-0.02396095898354136,0.4,0.0,0.7094730452287041,0.6086604372633834,0.4293752057309219,4.843232857440252,0.45785157601698123,9.843985445384076
2025-05-16,5,-0.06780585169968242,-0.06880585169968242,0.0093798112552265,-0.07818566295490892,0.2,0.0,0.6766019639795168,0.5489526571093727,0.37226642799722093,4.509990095704189,0.46214613738292853,9.074326917218247
2025-05-20,5,-0.0649505644846895,-0.0659505644846895,0.0093798112552265,-0.075330375739916,0.4,0.0,0.67946173324123,0.5748074823553248,0.39032846846263325,4.212553703072139,0.46648098092391244,8.390754460957364
2025-05-21,6,-0.05216350957991045,-0.05316350957991045,0.0093798112552265,-0.06254332083513695,0.4,0.0,0.70375996965205,0.5692830966304061,0.40165971959716923,3.988599563922976,0.4708564844791317,7.865968812656852
2025-05-29,6,-0.00020062002737646355,-0.0012006200273764636,0.0093798112552265,-0.010580431282602963,0.4,0.0,0.6410146941141281,0.5900280143201132,0.37766060760450937,3.9838107714053455,0.47527302943184546,7.782743470163438
2025-05-30,6,0.04192011767240182,0.04092011767240182,-0.0910033116476473,0.13192342932004913,0.8,1.0,0.643259766323043,0.5915207720291269,0.380150686408642,4.146828776955834,0.43202160981673776,8.809469678265618
2025-06-03,41,0.09595285854680989,0.09495285854680989,0.0045921821039709,0.09036067644283899,1.0,1.0,0.7638763822417631,0.7044536511181487,0.5363202570811623,4.540582023231962,0.4340055317218669,9.60549931749638
2025-06-04,20,0.048086407553133384,0.04708640755313338,-0.1005738554442646,0.14766026299739798,1.0,1.0,0.7343909475787807,0.6511073534173486,0.4722737366623294,4.754381718906293,0.3903559221124607,11.023849872939222
2025-06-10,11,-0.01600279506782586,-0.01700279506782586,0.020603882487631297,-0.03760667755545716,0.2,0.0,0.6826470815902106,0.5836184175026657,0.3972314497385737,4.673543940865511,0.3983987696600168,10.60927950534783
2025-06-11,63,0.029948665702344435,0.028948665702344435,-0.0105858522369635,0.039534517939307935,0.6,1.0,0.8188188822236985,0.743985867418641,0.6084193181737728,4.808836802054844,0.3941813791530078,11.028712256275135
2025-06-12,37,0.07983269521526912,0.07883269521526912,-0.023404107368464693,0.10223680258373381,1.0,1.0,0.7713345125253682,0.6795180764765723,0.5209832577829305,5.187930368011203,0.38495591583266137,12.156252533972742
2025-06-13,12,0.11960590888146942,0.11860590888146942,-0.0134323465426201,0.13203825542408953,1.0,1.0,0.672549481234709,0.5946548246155655,0.39858844457996073,5.8032495645229485,0.3797850545675654,13.76134291105317
2025-07-03,5,0.08478419240357592,0.08378419240357592,-0.0586602786113403,0.14244447101491622,0.8,1.0,0.6223991354410905,0.5885923341789459,0.3669995308016589,6.289470142602907,0.35750675745420896,15.721570122473006
2025-07-07,71,0.1535372366036772,0.1525372366036772,-0.08196440726259639,0.2345016438662736,1.0,1.0,0.8210301295094913,0.7744394816673668,0.632880064696091,7.24884853785689,0.3282039279871019,19.408304160351815
2025-07-08,36,0.19915909141895485,0.19815909141895485,-0.15305151035272743,0.3512106017716823,1.0,1.0,0.7542993426745878,0.7064565378885083,0.5318867838491476,8.685273777952231,0.27797182110497815,26.22470634387682
2025-07-09,20,0.26790311769037156,0.26690311769037156,-0.08742658166036091,0.35432969935073244,1.0,1.0,0.7598763673131433,0.6072822867976848,0.4594600692361898,11.003400427282113,0.25366969498786457,35.51689865826394
2025-08-07,26,0.15960303752381924,0.15860303752381924,-0.0722830109419696,0.23088604846578883,1.0,1.0,0.7646946546631541,0.6696350365682991,0.510402372089722,12.748573158139946,0.23533368564941065,43.71725504323038
2025-08-08,10,0.0847419985518821,0.0837419985518821,-0.1441878565120667,0.2279298550639488,0.6,1.0,0.6473522494472534,0.5984276609137112,0.3867434832932006,13.816164153087465,0.20140142595053762,53.68172264902756
2025-08-11,6,0.10471094268191206,0.10371094268191206,-0.05475968899999719,0.15847063168190925,0.6,1.0,0.6244969388132109,0.593641900187457,0.37259073337796833,15.249051561652207,0.1903727465013302,62.18869914699202
2025-09-02,21,-0.03348033028479374,-0.03448033028479374,0.0726207713044662,-0.10710110158925995,0.2,0.0,0.7912030547633997,0.6409267989088228,0.5066049742374056,14.72325922727659,0.20419776218760644,55.528220961946104
2025-09-03,28,-0.006506720330833199,-0.007506720330833199,-0.0090103512547095,0.0015036309238763007,0.2,1.0,0.7944847454005737,0.66759010723629,0.5292455830894867,14.612735837899065,0.20235786862487046,55.61171491213232
2025-09-05,16,-0.0723425567509196,-0.07334255675091961,0.1098694320116797,-0.1832119887625993,0.0,0.0,0.6851152390731021,0.6357944537531026,0.43671688452929447,13.541000430421755,0.2245908127137791,45.422982024581856
2025-09-08,5,-0.043615528034591136,-0.04461552803459114,-0.049959379419824,0.005343851385232863,0.2,1.0,0.6134273668251362,0.605538648147754,0.36961304572889503,12.936861546101863,0.21337039508720476,45.665715689995324
2025-09-10,10,-0.04891820892433392,-0.04991820892433392,-0.036885498061896206,-0.013032710862437714,0.2,0.0,0.5979556563805246,0.630217796377307,0.37601609296174454,12.291076588618369,0.20550012179274965,45.07056762108133
2025-10-03,13,0.11531569282251194,0.11431569282251194,0.0015438139977585997,0.11277187882475334,1.0,1.0,0.6931682116278373,0.6432138526695755,0.44526921410500825,13.696139524380834,0.2058173757573144,50.15326021140877
2025-10-06,14,0.1414612575275644,0.1404612575275644,-0.028817793403462404,0.1692790509310268,0.8,1.0,0.6547971337141346,0.6813038254989864,0.44507649366871715,15.619916505248343,0.19988617314389734,58.64315650109288
2025-10-07,88,0.05165103298773993,0.05065103298773993,-0.0919883344900113,0.14263936747775124,1.0,1.0,0.8568137205339731,0.7689983157402114,0.6586666837622592,16.41108141142142,0.18149897698880818,67.00797925130755
2025-10-08,7,0.10203908347399963,0.10103908347399963,-0.06245093797398381,0.16349002144798344,0.8,1.0,0.6239634921086267,0.6343849442239634,0.39512778903478213,18.06924203604863,0.1701641956345386,77.96311521628985
2025-10-09,27,0.07815819985769021,0.07715819985769021,-0.0215240045643813,0.09868220442207151,0.6,1.0,0.7753907263132931,0.7493077420588913,0.5794085497375853,19.463432224343048,0.1665015807110065,85.65668728944527
2025-10-10,15,0.014716582427579538,0.01371658242757954,-0.0314793533052996,0.04519593573287914,0.8,1.0,0.7222669754305527,0.6992535062999093,0.5047863619189241,19.73040399677186,0.1612602186259139,89.52802142327036
