date,equity,cash,portfolio_value,daily_return,n_positions
2025-01-02,100000.0,100000.0,0.0,0.0,0
2025-01-03,99717.489578202,19929.71767820201,79787.77189999999,-0.00282510421797999,4
2025-01-06,100083.64190541802,4.155705418012076,100079.4862,0.003671896763193905,5
2025-01-07,100604.57233810802,18954.091038108014,81650.4813,0.005204950806869002,4
2025-01-08,100135.00963810802,18954.091038108014,81180.9186,-0.0046674091354605984,4
2025-01-09,104238.80292610802,32.1667261080147,104206.63620000001,0.04098260241678986,5
2025-01-10,106544.59312610801,32.1667261080147,106512.4264,0.02212026745581963,5
2025-01-13,102611.48092610801,32.1667261080147,102579.3142,-0.036915174056225464,5
2025-01-14,106132.75862610801,32.1667261080147,106100.5919,0.0343166053956061,5
2025-01-15,106975.45642610801,32.1667261080147,106943.2897,0.007940034829102105,5
2025-01-16,109966.31542610802,32.1667261080147,109934.1487,0.027958366338599383,5
2025-01-17,111438.26562610801,32.1667261080147,111406.0989,0.01338546439695043,5
2025-01-20,112228.72942610802,32.1667261080147,112196.56270000001,0.007093288786924834,5
2025-01-21,112073.98432610802,32.1667261080147,112041.81760000001,-0.0013788367808430513,5
2025-01-22,115068.099126108,32.1667261080147,115035.93239999999,0.02671552026996582,5
2025-01-23,117940.62782610802,32.1667261080147,117908.4611,0.02496372775613409,5
2025-01-24,114321.85361810803,32.1667261080147,114289.68689200001,-0.030683016316782052,5
2025-01-27,119760.10792610802,32.1667261080147,119727.9412,0.04756968274995321,5
2025-01-28,120505.20362610802,32.1667261080147,120473.0369,0.00622156837450194,5
2025-01-29,110685.97382510801,32.1667261080147,110653.807099,-0.08148386547245023,5
2025-01-30,114969.602726108,32.1667261080147,114937.43599999999,0.03870073825043496,5
2025-01-31,110508.82302510802,46208.87822610802,64299.944799000004,-0.0387996443862374,3
2025-02-03,114420.50874510802,48762.954745108014,65657.554,0.03539704444333136,3
2025-02-04,115387.03638310803,24333.111583108017,91053.92480000001,0.008447153824085119,4
2025-02-05,114552.76358310803,24333.111583108017,90219.652,-0.007230212562441163,4
2025-02-06,117605.84150310802,45271.59070310801,72334.25080000001,0.02665215420826561,3
2025-02-07,118822.00063310801,22638.07903310801,96183.9216,0.010340975537068475,4
2025-02-10,120168.64463310801,22638.07903310801,97530.5656,0.011333288387881169,4
2025-02-11,123988.62663310801,22638.07903310801,101350.5476,0.03178850865517324,4
2025-02-12,126214.354633108,22638.07903310801,103576.2756,0.017951065839176383,4
2025-02-13,125445.199433108,22638.07903310801,102807.1204,-0.006094039004009066,4
2025-02-14,127354.030633108,22638.07903310801,104715.9516,0.015216454743793184,4
2025-02-17,127143.911033108,22638.07903310801,104505.832,-0.0016498857472783124,4
2025-02-18,127359.05697710802,27.119377108010667,127331.9376,0.001692145083880492,5
2025-02-19,126973.77737710801,27.119377108010667,126946.658,-0.0030251448867846253,5
2025-02-20,127565.50497710801,27.119377108010667,127538.3856,0.004660234673830255,5
2025-02-21,122873.57297710801,27.119377108010667,122846.4536,-0.036780570114483435,5
2025-02-24,123576.23097710802,27.119377108010667,123549.1116,0.0057185445411513935,5
2025-02-25,120799.46737710801,27.119377108010667,120772.348,-0.022470046044003267,5
2025-02-26,121038.029377108,27.119377108010667,121010.90999999999,0.0019748597007902546,5
2025-02-27,122376.92977710802,27.119377108010667,122349.8104,0.011061815917611462,5
2025-02-28,121353.98697710801,27.119377108010667,121326.8676,-0.00835895133064013,5
2025-03-03,123906.11193790802,47620.26193790801,76285.85,0.021030417082888553,3
2025-03-04,125599.61369990802,52300.343699908015,73299.27,0.013667620874494357,3
2025-03-05,128918.138379908,26105.398379908012,102812.73999999999,0.026421456103590035,4
2025-03-06,134818.25837990802,26105.398379908012,108712.86000000002,0.04576640707154023,4
2025-03-07,134612.23597990803,53651.39597990802,80960.84,-0.0015281490984657697,3
2025-03-10,137705.121522894,26783.04152289402,110922.08,0.022976258588020437,4
2025-03-11,142242.661522894,26783.04152289402,115459.61999999998,0.03295113464059218,4
2025-03-12,143218.180722694,1767.4100226940172,141450.7707,0.006858133764904295,5
2025-03-13,146595.63692269402,1767.4100226940172,144828.2269,0.02358259393435258,5
2025-03-14,150984.877822694,1767.4100226940172,149217.46779999998,0.02994114280709881,5
2025-03-17,156239.68112269402,1767.4100226940172,154472.2711,0.03480350731661286,5
2025-03-18,161868.643522694,31432.960022694017,130435.6835,0.036027738661215114,4
2025-03-19,153703.52792269402,31432.960022694017,122270.5679,-0.05044284935182797,4
2025-03-20,163873.77312269402,31432.960022694017,132440.8131,0.066167936009349,4
2025-03-21,163324.65052269402,31432.960022694017,131891.6905,-0.003350887634648303,4
2025-03-24,168523.87562269403,31432.960022694017,137090.9156,0.031833682688808596,4
2025-03-25,177755.169322694,31432.960022694017,146322.2093,0.05477736413247336,4
2025-03-26,182834.45152269403,31432.960022694017,151401.4915,0.02857459627955561,4
2025-03-27,179153.63922269404,31432.960022694017,147720.6792,-0.020131940503254175,4
2025-03-28,175233.92822269403,31432.960022694017,143800.9682,-0.021879047598512225,4
2025-04-02,181557.16882269405,31432.960022694017,150124.20880000002,0.03608456800651183,4
2025-04-03,192004.063202694,58680.066602694016,133323.99659999998,0.0575405226229444,3
2025-04-04,195449.487238694,87912.51023869403,107536.97699999998,0.01794453710264854,3
2025-04-07,197773.191330694,43868.69443069403,153904.4969,0.011889026289243487,4
2025-04-08,203222.024630694,43868.69443069403,159353.33019999997,0.027550919633435367,4
2025-04-09,210468.226730694,92623.78883069401,117844.43789999999,0.035656578627086155,3
2025-04-10,214487.44438669403,46350.354686694016,168137.0897,0.019096553044763542,4
2025-04-11,216072.039697294,77837.09969729402,138234.94,0.007387823166670637,3
2025-04-14,217022.75175845402,38855.031758454024,178167.72,0.0043999772598615206,4
2025-04-15,222128.03242241402,4.227222414025164,222123.8052,0.023524172569898028,5
2025-04-16,215841.621824414,43203.354824414026,172638.267,-0.028300843119365204,4
2025-04-17,216336.686380516,80088.48318051602,136248.2032,0.00229364731379178,3
2025-04-18,211934.03323211602,39979.35083211602,171954.6824,-0.020350931790903637,4
2025-04-21,212967.68273211602,39979.35083211602,172988.3319,0.004877222804833492,4
2025-04-22,212236.83533211605,39979.35083211602,172257.48450000002,-0.0034317291272745187,4
2025-04-24,216644.082032116,39979.35083211602,176664.7312,0.02076570117106824,4
2025-04-25,218224.95243211603,39979.35083211602,178245.6016,0.007297085547740334,4
2025-04-28,220208.89963211602,39979.35083211602,180229.5488,0.009091293996808858,4
2025-04-29,222076.20513211604,39979.35083211602,182096.8543,0.00847970042591184,4
2025-04-30,217813.350332116,39979.35083211602,177833.9995,-0.019195459493123068,4
2025-05-02,222944.96133211604,39979.35083211602,182965.6105,0.02355967158200123,4
2025-05-05,224500.702132116,39979.35083211602,184521.3513,0.006978138419026392,4
2025-05-06,225561.984952116,79755.67875211601,145806.3062,0.004727302898925645,3
2025-05-07,226026.80484768603,98432.32684768601,127594.478,0.0020607191219241816,3
2025-05-08,230641.85213568603,49184.87253568601,181456.97960000002,0.020418141516931998,4
2025-05-09,233927.739635686,49184.87253568601,184742.8671,0.014246709647765421,4
2025-05-12,242510.668335686,49184.87253568601,193325.7958,0.03669051269151269,4
2025-05-13,244175.671335686,49184.87253568601,194990.7988,0.00686568970935042,4
2025-05-14,234322.20853568602,49184.87253568601,185137.336,-0.04035399082185265,4
2025-05-15,242682.340084086,98965.287984086,143717.0521,0.03567793083141235,3
2025-05-16,245383.290992086,49386.832992086,195996.45799999998,0.011129573363534151,4
2025-05-20,248932.032592086,49386.832992086,199545.1996,0.01446203441828664,4
2025-05-21,252157.78585628598,195.57895628599363,251962.2069,0.012958369522036772,5
2025-05-22,263652.80484668596,45218.108246685995,218434.6966,0.04558661138050857,4
2025-05-23,264949.92374668596,45218.108246685995,219731.8155,0.004919799357925525,4
2025-05-26,264272.00984668604,45218.108246685995,219053.9016,-0.002558649160616766,4
2025-05-27,261524.89474668598,45218.108246685995,216306.7865,-0.01039502859797281,4
2025-05-28,265653.08454668603,45218.108246685995,220434.9763,0.01578507393721984,4
2025-05-29,267160.52784668596,45218.108246685995,221942.4196,0.005674480695649464,4
2025-05-30,269488.771246686,45218.108246685995,224270.66299999997,0.008714773169396173,4
2025-06-02,268574.058046686,45218.108246685995,223355.9498,-0.0033942534813915515,4
2025-06-03,274076.26694668597,45218.108246685995,228858.1587,0.020486747454378174,4
2025-06-04,284851.226046686,45218.108246685995,239633.1178,0.03931372540948974,4
2025-06-05,289760.963029486,51158.875829485994,238602.0872,0.017236144814750887,4
2025-06-10,290813.215429486,116002.927829486,174810.2876,0.003631449830227451,3
2025-06-11,286634.377395486,57885.507995486,228748.86940000003,-0.014369491523377076,4
2025-06-12,281125.677253186,112876.65145318599,168249.0258,-0.019218560566094722,3
2025-06-13,280122.654641714,56327.64144171398,223795.01320000002,-0.0035678797514061555,4
2025-06-16,292491.70484171394,56327.64144171398,236164.06339999998,0.044155836720240815,4
2025-06-17,301506.64004171395,56327.64144171398,245178.9986,0.030821165355368274,4
2025-06-18,304500.032681714,132109.653681714,172390.379,0.009928115147268102,3
2025-06-19,296090.372329714,65923.269129714,230167.1032,-0.02761792922626838,4
2025-06-20,290546.554872114,115186.074872114,175360.47999999998,-0.018723396556192817,3
2025-06-23,296168.62374011404,57478.323740114,238690.30000000002,0.01934997601494426,4
2025-06-24,302650.703740114,57478.323740114,245172.37999999998,0.021886450759510456,4
2025-06-25,301699.193740114,57478.323740114,244220.87,-0.003143921319994969,4
2025-06-26,298861.81374011404,57478.323740114,241383.49000000002,-0.009404665504158083,4
2025-06-27,300390.683740114,57478.323740114,242912.36,0.005115641844191554,4
2025-06-30,309146.513740114,57478.323740114,251668.19,0.029148140984209814,4
2025-07-01,313696.583740114,57478.323740114,256218.26,0.014718166945997257,4
2025-07-02,315266.573740114,57478.323740114,257788.25,0.005004804264303608,4
2025-07-03,319996.833740114,57478.323740114,262518.51,0.015004001039131243,4
2025-07-04,318908.04374011396,57478.323740114,261429.71999999997,-0.0034025024162717132,4
2025-07-07,319813.08774011396,102346.407740114,217466.68,0.0028379466048762403,3
2025-07-08,317493.471465314,51078.639465314,266414.832,-0.007253037363764592,4
2025-07-09,322039.019465314,51078.639465314,270960.38,0.014316981004431906,4
2025-07-10,326514.33746531396,51078.639465314,275435.698,0.013896819110399639,4
2025-07-11,320537.681785314,115842.691785314,204694.99,-0.018304420339994687,3
2025-07-14,319730.429037314,57910.685037314,261819.744,-0.0025184332260212994,4
2025-07-16,321098.929037314,57910.685037314,263188.244,0.004280168153279806,4
2025-07-17,328680.22503731406,57910.685037314,270769.54000000004,0.023610468034662935,4
2025-07-18,330669.342637314,149872.592637314,180796.75,0.006051832293147985,3
2025-07-21,335512.205429314,74844.231429314,260667.974,0.014645635889238617,4
2025-07-22,343099.977649314,142857.821649314,200242.15599999996,0.022615487893475672,3
2025-07-23,341655.660273314,71286.27627331398,270369.384,-0.004209610813429521,4
2025-07-24,343159.828273314,71286.27627331398,271873.552,0.0044025847509645555,4
2025-07-25,344625.99627331394,71286.27627331398,273339.72,0.0042725513862660325,4
2025-07-28,352005.00027331396,71286.27627331398,280718.724,0.02141162906975813,4
2025-07-29,358623.67427331395,71286.27627331398,287337.398,0.018802784036763498,4
2025-07-30,348997.70027331397,71286.27627331398,277711.424,-0.02684143488157964,4
2025-07-31,348030.80427331396,71286.27627331398,276744.528,-0.002770493900798754,4
2025-08-01,355159.89627331396,71286.27627331398,283873.62,0.020484083341086645,4
2025-08-04,361819.50027331396,71286.27627331398,290533.224,0.018751002210213086,4
2025-08-05,371938.240273314,71286.27627331398,300651.96400000004,0.027966264925899376,4
2025-08-06,374895.259185314,130078.999185314,244816.26,0.007950295484075776,3
2025-08-07,378056.07817731396,64910.41817731399,313145.66,0.008431205555569754,4
2025-08-08,373862.918177314,64910.41817731399,308952.5,-0.011091370413130353,4
2025-08-11,372735.39817731397,64910.41817731399,307824.98,-0.00301586475999549,4
2025-08-12,373287.761577314,134678.90157731398,238608.86000000002,0.0014819182795653418,3
2025-08-13,373336.58699337003,67209.92699336998,306126.66000000003,0.00013079833062223933,4
2025-08-14,372980.80699337,67209.92699336998,305770.88,-0.0009529738375370078,4
2025-08-15,377791.60699336993,67209.92699336998,310581.67999999993,0.012898250820947643,4
2025-08-18,394886.0906854232,214797.65068542317,180088.44,0.04524844749225254,2
2025-08-19,396282.78072542313,71346.34072542316,324936.44,0.0035369441288135572,4
2025-08-20,391061.2548854231,167331.90488542314,223729.35,-0.01317626223991275,3
2025-08-21,406726.82285742316,83505.57285742315,323221.25,0.040059115487137475,4
2025-08-22,418336.38285742316,83505.57285742315,334830.81,0.02854387600610675,4
2025-08-25,429305.6528574232,83505.57285742315,345800.08,0.026221171405353294,4
2025-08-26,430570.69285742316,83505.57285742315,347065.12,0.002946711722941364,4
2025-08-27,425607.45285742317,83505.57285742315,342101.88,-0.01152711989536992,4
2025-08-28,427349.8428574232,83505.57285742315,343844.27,0.004093889776370263,4
2025-08-29,423694.5928574232,83505.57285742315,340189.02,-0.0085532966984605,4
2025-09-01,436481.93285742315,83505.57285742315,352976.36,0.030180559807859053,4
2025-09-02,429055.5428574232,83505.57285742315,345549.97000000003,-0.017014197933424624,4
2025-09-03,431446.85285742313,83505.57285742315,347941.27999999997,0.0055734275895245045,4
2025-09-04,434896.9318974231,172971.76189742313,261925.16999999998,0.007996533100544045,3
2025-09-05,437386.42311342317,86385.54311342313,351000.88,0.005724324623626487,4
2025-09-08,429327.79372942314,49.52372942311922,429278.27,-0.018424507387853395,5
2025-09-09,439103.1737294231,49.52372942311922,439053.64999999997,0.022769036020436895,5
2025-09-10,451599.14372942306,49.52372942311922,451549.61999999994,0.02845793596495394,5
2025-09-11,446981.4537294231,49.52372942311922,446931.93,-0.010225196535728287,5
2025-09-12,448822.92372942314,49.52372942311922,448773.4,0.004119790619131036,5
2025-09-15,478836.1837294231,49.52372942311922,478786.66,0.06687104961263901,5
2025-09-16,490985.2077694231,179877.12776942312,311108.07999999996,0.025371984099817002,3
2025-09-17,504411.1737542231,89769.06375422311,414642.11,0.027344950056224837,4
2025-09-18,515293.4375742231,215804.5775742231,299488.86,0.021574192615531507,3
2025-09-19,515361.0247542232,107707.4047542231,407653.62000000005,0.00013116250872169388,4
2025-09-22,532122.6847542231,107707.4047542231,424415.28,0.03252411260241028,4
2025-09-23,534823.6047542231,107707.4047542231,427116.2,0.005075746773035128,4
2025-09-24,532070.3047542231,107707.4047542231,424362.89999999997,-0.005148052508387901,4
2025-09-25,526004.3847542232,107707.4047542231,418296.98000000004,-0.011400598653596994,4
2025-09-26,520309.2047542231,107707.4047542231,412601.8,-0.01082724814672631,4
2025-09-29,514878.76476422313,209969.9647642231,304908.8,-0.010436947761793158,3
2025-09-30,511278.5715802231,104799.4515802231,406479.12,-0.006992312424554226,4
2025-10-01,511572.84520578315,190060.38520578312,321512.46,0.0005755641677891443,3
2025-10-02,513215.6524857832,94904.09248578313,418311.56000000006,0.0032112871028939782,4
2025-10-03,501063.06128578313,197673.74128578312,303389.32,-0.02367930740447699,3
2025-10-06,498835.8161377831,202270.83613778313,296564.98,-0.004445039596981393,3
2025-10-07,519267.4946806087,100935.33468060872,418332.16,0.04095872405677903,4
2025-10-08,516176.3812806087,100935.33468060872,415241.0466,-0.005952834390108075,4
2025-10-09,534075.2346806087,100935.33468060872,433139.89999999997,0.0346758473442621,4
2025-10-10,561540.1279806087,100935.33468060872,460604.79329999996,0.05142513922485992,4
2025-10-13,561084.5146806086,100935.33468060872,460149.17999999993,-0.0008113637428522891,4
2025-10-14,551987.7878806087,100935.33468060872,451052.4532,-0.016212756834285802,4
2025-10-15,574664.5812806087,100935.33468060872,473729.24659999995,0.04108205633872619,4
2025-10-16,562706.0096678088,100935.33468060872,461770.6749872,-0.02080965488798847,4
2025-10-17,587993.9944806087,100935.33468060872,487058.6598,0.04493995866105749,4
2025-10-20,583870.6746806087,100935.33468060872,482935.33999999997,-0.007012520261609589,4
2025-10-21,581142.0446806088,100935.33468060872,480206.71,-0.004673346544579404,4
2025-10-22,567991.5446806087,100935.33468060872,467056.20999999996,-0.02262871895153884,4
2025-10-23,561662.9246806088,100935.33468060872,460727.59,-0.011142102482456062,4
2025-10-24,569015.5046806087,100935.33468060872,468080.17,0.013090734098536005,4
2025-10-27,574760.4446806087,100935.33468060872,473825.11,0.010096280246747691,4
2025-10-28,588158.2422006086,238246.4022006087,349911.83999999997,0.023310228885783824,3
2025-10-30,595823.7073206087,118900.74732060869,476922.96,0.013032997873700713,4
2025-10-31,610720.0573206086,223610.90732060868,387109.14999999997,0.0250012710420473,3
2025-11-03,605667.3461526086,111593.73615260868,494073.61,-0.008273366999223208,4
2025-11-04,598511.0631526087,240980.94315260867,357530.12,-0.011815533799962807,3
2025-11-05,609957.2408066087,249996.62080660867,359960.62,0.019124421182305618,3
2025-11-06,618449.4872066086,124769.86720660867,493679.62,0.013922691349265381,4
2025-11-07,613667.6672066087,124769.86720660867,488897.8,-0.007731949171141395,4
2025-11-10,613650.9112866087,243260.3712866087,370390.54,-2.7304550810569594e-05,3
2025-11-11,606163.5244869087,235584.9944869087,370578.53,-0.012201378115778483,3
2025-11-12,622985.3383669087,117611.45836690869,505373.88,0.027751280307139803,4
2025-11-13,641488.1583669087,117611.45836690869,523876.7,0.02970024952513839,4
2025-11-14,634378.8183669087,117611.45836690869,516767.36,-0.011082574023032365,4
2025-11-17,644175.1383669086,117611.45836690869,526563.6799999999,0.015442381927597726,4
