decision_date,exec_date,symbol,score,planned_capital
2025-01-02,2025-01-03,IPEKE,0.9073204872072126,20000.0
2025-01-02,2025-01-03,KFEIN,0.8789514002371023,20000.0
2025-01-02,2025-01-03,KARTN,0.86509366409098,20000.0
2025-01-02,2025-01-03,OYAKC,0.8260088708000061,20000.0
2025-01-02,2025-01-03,TEZOL,0.762862060958784,20000.0
2025-01-03,2025-01-06,CIMSA,0.7735259292084967,19929.71767820201
2025-01-07,2025-01-08,OYAKC,0.9089031784067678,18954.091038108014
2025-01-08,2025-01-09,TCELL,0.8799796529803859,18954.091038108014
2025-01-31,2025-02-03,CLEBI,0.9875670064145038,23104.43911305401
2025-01-31,2025-02-03,KOZAL,0.9861489972934471,23104.43911305401
2025-02-03,2025-02-04,BIOEN,0.9806864218566264,24381.477372554007
2025-02-03,2025-02-04,KOZAA,0.9742578058023155,24381.477372554007
2025-02-04,2025-02-05,KOZAA,0.9882903435595813,24333.111583108017
2025-02-05,2025-02-06,TKFEN,0.9665603717533698,24333.111583108017
2025-02-06,2025-02-07,TKFEN,0.940640771028446,22635.795351554007
2025-02-06,2025-02-07,PAPIL,0.8732455688496142,22635.795351554007
2025-02-07,2025-02-10,BMSCH,0.8577922536147297,22638.07903310801
2025-02-10,2025-02-11,BMSCH,0.9098419970025279,22638.07903310801
2025-02-11,2025-02-12,BMSCH,0.9237426729515147,22638.07903310801
2025-02-12,2025-02-13,BMSCH,0.9228610131212408,22638.07903310801
2025-02-13,2025-02-14,BMSCH,0.945195350780928,22638.07903310801
2025-02-14,2025-02-17,ASELS,0.9107891967182752,22638.07903310801
2025-02-17,2025-02-18,OTKAR,0.9563694638436433,22638.07903310801
2025-03-03,2025-03-04,GSDHO,0.9913151321343575,23810.130968954007
2025-03-03,2025-03-04,QUAGR,0.9911712926643732,23810.130968954007
2025-03-04,2025-03-05,PAPIL,0.9966492201298063,26150.171849954007
2025-03-04,2025-03-05,TUKAS,0.996379760235953,26150.171849954007
2025-03-05,2025-03-06,OYAKC,0.9854199222173602,26105.398379908012
2025-03-06,2025-03-07,TUREX,0.9820199385030854,26105.398379908012
2025-03-07,2025-03-10,TUREX,0.9746587355515668,26825.69798995401
2025-03-07,2025-03-10,TKFEN,0.9699041000979933,26825.69798995401
2025-03-10,2025-03-11,TKFEN,0.9293157617407357,26783.04152289402
2025-03-11,2025-03-12,CLEBI,0.9321892237551244,26783.04152289402
2025-03-18,2025-03-19,CEMTS,0.9778283302206517,31432.960022694017
2025-03-19,2025-03-20,CEMTS,0.9840098288017456,31432.960022694017
2025-03-20,2025-03-21,CEMTS,0.9714903769165043,31432.960022694017
2025-03-21,2025-03-24,CEMTS,0.9862020208621127,31432.960022694017
2025-03-24,2025-03-25,BAGFS,0.9886945514742769,31432.960022694017
2025-03-25,2025-03-26,BAGFS,0.99037581761557,31432.960022694017
2025-03-26,2025-03-27,BAGFS,0.9899368596773193,31432.960022694017
2025-03-27,2025-03-28,BAGFS,0.9923633934606556,31432.960022694017
2025-03-28,2025-04-02,BAGFS,0.9927950237265771,31432.960022694017
2025-04-02,2025-04-03,BAGFS,0.9932874461172201,31432.960022694017
2025-04-03,2025-04-04,TUKAS,0.9915464327818087,29340.033301347008
2025-04-03,2025-04-04,BAGFS,0.9894347225061327,29340.033301347008
2025-04-04,2025-04-07,BAGFS,0.9936702546920062,43956.25511934701
2025-04-04,2025-04-07,QUAGR,0.987333393170777,43956.25511934701
2025-04-07,2025-04-08,QUAGR,0.9738842450607428,43868.69443069403
2025-04-08,2025-04-09,MAVI,0.9553625580562697,43868.69443069403
2025-04-09,2025-04-10,TOASO,0.9787738519463198,46311.89441534701
2025-04-09,2025-04-10,KRDMA,0.9680448702356254,46311.89441534701
2025-04-10,2025-04-11,MAVI,0.9710436759509713,46350.354686694016
2025-04-11,2025-04-14,MAVI,0.9758934233680494,38918.54984864701
2025-04-11,2025-04-14,EREGL,0.9607251842988358,38918.54984864701
2025-04-14,2025-04-15,LOGO,0.9608370708139254,38855.031758454024
2025-04-16,2025-04-17,KRDMA,0.9760045669001867,43203.354824414026
2025-04-17,2025-04-18,EREGL,0.9840621506561612,40044.24159025801
2025-04-17,2025-04-18,AKFGY,0.9777771296844605,40044.24159025801
2025-04-18,2025-04-21,AKENR,0.9830787780589515,39979.35083211602
2025-04-21,2025-04-22,AKFGY,0.9853473436821484,39979.35083211602
2025-04-22,2025-04-24,AKENR,0.9851080498832262,39979.35083211602
2025-04-24,2025-04-25,AKENR,0.9891569242589048,39979.35083211602
2025-04-25,2025-04-28,AKENR,0.9892737795369336,39979.35083211602
2025-04-28,2025-04-29,AKENR,0.9922429727032858,39979.35083211602
2025-04-29,2025-04-30,AKENR,0.9919893608215075,39979.35083211602
2025-04-30,2025-05-02,AKENR,0.9885128117661687,39979.35083211602
2025-05-02,2025-05-05,BIOEN,0.9880701480171609,39979.35083211602
2025-05-05,2025-05-06,TEKTU,0.9878826165646072,39979.35083211602
2025-05-06,2025-05-07,EKGYO,0.9897253799683517,39877.83937605801
2025-05-06,2025-05-07,TEKTU,0.9718824810163962,39877.83937605801
2025-05-07,2025-05-08,TMSN,0.986811262228218,49216.163423843005
2025-05-07,2025-05-08,TEKTU,0.9852364297249999,49216.163423843005
2025-05-08,2025-05-09,MAGEN,0.948427277999008,49184.87253568601
2025-05-09,2025-05-12,KIMMR,0.9480667489953533,49184.87253568601
2025-05-12,2025-05-13,MAGEN,0.9418963886512859,49184.87253568601
2025-05-13,2025-05-14,TEKTU,0.9450951080802954,49184.87253568601
2025-05-14,2025-05-15,TEKTU,0.9390623090551727,49184.87253568601
2025-05-15,2025-05-16,TEKTU,0.9476330920560114,49482.643992043
2025-05-15,2025-05-16,MAGEN,0.9190102406799451,49482.643992043
2025-05-16,2025-05-20,TRGYO,0.8780810505164051,49386.832992086
2025-05-20,2025-05-21,BIMAS,0.8455145375886526,49386.832992086
2025-05-22,2025-05-23,HLGYO,0.956544203806016,45218.108246685995
2025-05-23,2025-05-26,KRDMA,0.9598129660061308,45218.108246685995
2025-05-26,2025-05-27,MAVI,0.91864494793025,45218.108246685995
2025-05-27,2025-05-28,MAVI,0.9284492510061787,45218.108246685995
2025-05-28,2025-05-29,KRDMA,0.973998194894013,45218.108246685995
2025-05-29,2025-05-30,MAVI,0.9708284027426883,45218.108246685995
2025-05-30,2025-06-02,TUPRS,0.9704098113298956,45218.108246685995
2025-06-02,2025-06-03,SDTTR,0.9902750684427704,45218.108246685995
2025-06-03,2025-06-04,SDTTR,0.9898893362475021,45218.108246685995
2025-06-04,2025-06-05,SDTTR,0.9817906831506077,45218.108246685995
2025-06-05,2025-06-10,BMSCH,0.9834589507139457,51158.875829485994
2025-06-10,2025-06-11,BMSCH,0.9523504842943373,58001.463914743
2025-06-10,2025-06-11,AKFGY,0.9158118408636756,58001.463914743
2025-06-11,2025-06-12,AKFGY,0.9200024985589395,57885.507995486
2025-06-12,2025-06-13,AEFES,0.9735218014316681,56438.32572659299
2025-06-12,2025-06-13,BMSCH,0.9664836470578545,56438.32572659299
2025-06-13,2025-06-16,AKFGY,0.9664790227471742,56327.64144171398
2025-06-16,2025-06-17,AKFGY,0.9274910041128004,56327.64144171398
2025-06-17,2025-06-18,EKGYO,0.947862674410234,56327.64144171398
2025-06-18,2025-06-19,AKFGY,0.9631681274772962,66054.826840857
2025-06-18,2025-06-19,EKGYO,0.9625597279375946,66054.826840857
2025-06-19,2025-06-20,EKGYO,0.9610799484629456,65923.269129714
2025-06-20,2025-06-23,CANTE,0.9608266783941384,57593.037436057
2025-06-20,2025-06-23,BAGFS,0.9604165309868739,57593.037436057
2025-06-23,2025-06-24,BAGFS,0.983809560331602,57478.323740114
2025-06-24,2025-06-25,BAGFS,0.9658926241522036,57478.323740114
2025-06-25,2025-06-26,BAGFS,0.9699878472806769,57478.323740114
2025-06-26,2025-06-27,EUPWR,0.9781366028091358,57478.323740114
2025-06-27,2025-06-30,EUPWR,0.9788036743533994,57478.323740114
2025-06-30,2025-07-01,BAGFS,0.9872126842999047,57478.323740114
2025-07-01,2025-07-02,EUPWR,0.9900188862332994,57478.323740114
2025-07-02,2025-07-03,HLGYO,0.9920561532078264,57478.323740114
2025-07-03,2025-07-04,MAGEN,0.9932059499757849,57478.323740114
2025-07-04,2025-07-07,HLGYO,0.9918818781187178,57478.323740114
2025-07-07,2025-07-08,SARKY,0.9942871641502418,51173.203870057
2025-07-07,2025-07-08,HLGYO,0.9934998748197337,51173.203870057
2025-07-08,2025-07-09,HLGYO,0.9788173964539703,51078.639465314
2025-07-09,2025-07-10,MAGEN,0.9798819314568132,51078.639465314
2025-07-10,2025-07-11,HLGYO,0.9617246040892631,51078.639465314
2025-07-11,2025-07-14,TMSN,0.9831255760253579,57921.345892657
2025-07-11,2025-07-14,HEKTS,0.9809831746326185,57921.345892657
2025-07-14,2025-07-16,ODAS,0.9781458210263302,57910.685037314
2025-07-16,2025-07-17,MAGEN,0.9661178576280843,57910.685037314
2025-07-17,2025-07-18,MAGEN,0.980691110959712,57910.685037314
2025-07-18,2025-07-21,KORDS,0.9637767515968526,74936.296318657
2025-07-18,2025-07-21,ZOREN,0.9616720344125191,74936.296318657
2025-07-21,2025-07-22,AKSEN,0.9650270073177021,74844.231429314
2025-07-22,2025-07-23,CANTE,0.9753992902379632,71428.910824657
2025-07-22,2025-07-23,BIOEN,0.9672125831094643,71428.910824657
2025-07-23,2025-07-24,MAGEN,0.9719380627227577,71286.27627331398
2025-07-24,2025-07-25,BIOEN,0.9717760430126648,71286.27627331398
2025-07-25,2025-07-28,MAGEN,0.9549743362949975,71286.27627331398
2025-07-28,2025-07-29,PETUN,0.9819791170481348,71286.27627331398
2025-07-29,2025-07-30,PETUN,0.9749742193895827,71286.27627331398
2025-07-30,2025-07-31,SASA,0.9777192023682556,71286.27627331398
2025-07-31,2025-08-01,SASA,0.9700966295837996,71286.27627331398
2025-08-01,2025-08-04,DOHOL,0.9930671186030281,71286.27627331398
2025-08-04,2025-08-05,SASA,0.9903676870343758,71286.27627331398
2025-08-05,2025-08-06,SASA,0.9910505946582288,71286.27627331398
2025-08-06,2025-08-07,SASA,0.9905461770786734,65039.499592657
2025-08-06,2025-08-07,GSDHO,0.9831965019316056,65039.499592657
2025-08-07,2025-08-08,KFEIN,0.9831818578743144,64910.41817731399
2025-08-08,2025-08-11,KFEIN,0.9597123191313904,64910.41817731399
2025-08-11,2025-08-12,KFEIN,0.966251740338211,64910.41817731399
2025-08-12,2025-08-13,KFEIN,0.9662864758804676,67339.45078865699
2025-08-12,2025-08-13,IPEKE,0.9653008475479584,67339.45078865699
2025-08-13,2025-08-14,IPEKE,0.9609663535670928,67209.92699336998
2025-08-14,2025-08-15,IPEKE,0.9499887792494605,67209.92699336998
2025-08-15,2025-08-18,IPEKE,0.9392190702370584,67209.92699336998
2025-08-18,2025-08-19,BIOEN,0.9514128249368077,71599.21689514106
2025-08-18,2025-08-19,IPEKE,0.946492720823727,71599.21689514106
2025-08-18,2025-08-19,MAGEN,0.9232460598536022,71599.21689514106
2025-08-19,2025-08-20,KOZAA,0.9377912628292878,71346.34072542316
2025-08-20,2025-08-21,ALKA,0.9209180531496115,83665.95244271157
2025-08-20,2025-08-21,VESBE,0.9128742346113086,83665.95244271157
2025-08-21,2025-08-22,MAGEN,0.9383553333004782,83505.57285742315
2025-08-22,2025-08-25,KUTPO,0.932107528944545,83505.57285742315
2025-08-25,2025-08-26,MAGEN,0.9277569783371454,83505.57285742315
2025-08-26,2025-08-27,QUAGR,0.9216725950414035,83505.57285742315
2025-08-27,2025-08-28,QUAGR,0.9693031592793204,83505.57285742315
2025-08-28,2025-08-29,QUAGR,0.9695910410616618,83505.57285742315
2025-08-29,2025-09-01,KUTPO,0.9843606415916647,83505.57285742315
2025-09-01,2025-09-02,QUAGR,0.9899203059333389,83505.57285742315
2025-09-02,2025-09-03,QUAGR,0.9910552797041273,83505.57285742315
2025-09-03,2025-09-04,TOASO,0.9917522281983763,83505.57285742315
2025-09-04,2025-09-05,KUTPO,0.9873416557187396,86485.88094871156
2025-09-04,2025-09-05,TOASO,0.9765238425645673,86485.88094871156
2025-09-05,2025-09-08,TOASO,0.9883734857513322,86385.54311342313
2025-09-16,2025-09-17,MAGEN,0.9503873565036395,89938.56388471156
2025-09-16,2025-09-17,IPEKE,0.8258993635947617,89938.56388471156
2025-09-17,2025-09-18,AKSEN,0.9321140714602107,89769.06375422311
2025-09-18,2025-09-19,AKSEN,0.9336556485117513,107902.28878711155
2025-09-18,2025-09-19,IPEKE,0.9220069156460686,107902.28878711155
2025-09-19,2025-09-22,IPEKE,0.8932581975382883,107707.4047542231
2025-09-22,2025-09-23,IPEKE,0.8866004120717994,107707.4047542231
2025-09-23,2025-09-24,NUHCM,0.8747695380098792,107707.4047542231
2025-09-24,2025-09-25,NUHCM,0.906414960929185,107707.4047542231
2025-09-25,2025-09-26,FONET,0.887228944359951,107707.4047542231
2025-09-26,2025-09-29,FONET,0.9246024733910386,107707.4047542231
2025-09-29,2025-09-30,AKSEN,0.9908636178182628,104984.98238211156
2025-09-29,2025-09-30,FONET,0.9727542634542827,104984.98238211156
2025-09-30,2025-10-01,FONET,0.9454157839316831,104799.4515802231
2025-10-01,2025-10-02,NUHCM,0.9838854665225998,95030.19260289156
2025-10-01,2025-10-02,BMSCH,0.9737566432249073,95030.19260289156
2025-10-02,2025-10-03,FONET,0.9842085520288644,94904.09248578313
2025-10-03,2025-10-06,MAGEN,0.9865710822404442,98836.87064289156
2025-10-03,2025-10-06,FONET,0.9671958986871542,98836.87064289156
2025-10-06,2025-10-07,FONET,0.9829050830090567,101135.41806889157
2025-10-06,2025-10-07,BRISA,0.981143967000129,101135.41806889157
2025-10-07,2025-10-08,SOKM,0.939059409565528,100935.33468060872
2025-10-08,2025-10-09,BMSCH,0.9338650035106684,100935.33468060872
2025-10-09,2025-10-10,NTHOL,0.9412031521472773,100935.33468060872
2025-10-10,2025-10-13,BMSCH,0.910996389600822,100935.33468060872
2025-10-13,2025-10-14,NTHOL,0.8975104399817943,100935.33468060872
2025-10-14,2025-10-15,TCELL,0.9283406918508917,100935.33468060872
2025-10-15,2025-10-16,KOZAL,0.9113761829111986,100935.33468060872
2025-10-16,2025-10-17,BMSCH,0.8488198608701165,100935.33468060872
2025-10-17,2025-10-20,BMSCH,0.9095755789672628,100935.33468060872
2025-10-20,2025-10-21,TMSN,0.8985889715759257,100935.33468060872
2025-10-21,2025-10-22,CANTE,0.9221002767653876,100935.33468060872
2025-10-22,2025-10-23,IPEKE,0.9101487182303296,100935.33468060872
2025-10-23,2025-10-24,CANTE,0.9013020919465158,100935.33468060872
2025-10-24,2025-10-27,IPEKE,0.9169779238563888,100935.33468060872
2025-10-27,2025-10-28,KOZAL,0.9219748517529947,100935.33468060872
2025-10-28,2025-10-30,KOZAL,0.9593783055819823,119123.20110030434
2025-10-28,2025-10-30,KOZAA,0.9551997397170822,119123.20110030434
2025-10-30,2025-10-31,KOZAA,0.9607123164269776,118900.74732060869
2025-10-31,2025-11-03,TTKOM,0.9324488269586004,111805.45366030434
2025-10-31,2025-11-03,KOZAA,0.9255892797384137,111805.45366030434
2025-11-03,2025-11-04,ALFAS,0.9749313908543545,111593.73615260868
2025-11-04,2025-11-05,TCELL,0.9895864219739666,120490.47157630434
2025-11-04,2025-11-05,IPEKE,0.9867988850592498,120490.47157630434
2025-11-05,2025-11-06,SAHOL,0.9879279760989967,124998.31040330433
2025-11-05,2025-11-06,KCHOL,0.9876986398171166,124998.31040330433
2025-11-06,2025-11-07,KOZAA,0.9786592546711823,124769.86720660867
2025-11-07,2025-11-10,KOZAA,0.8907761480705721,124769.86720660867
2025-11-10,2025-11-11,IPEKE,0.9077427375110554,121630.18564330434
2025-11-10,2025-11-11,GSDHO,0.8945677991650447,121630.18564330434
2025-11-11,2025-11-12,TCELL,0.8998357121955102,117792.49724345435
2025-11-11,2025-11-12,KOZAA,0.8516529417015035,117792.49724345435
2025-11-12,2025-11-13,ENKAI,0.8429057629435285,117611.45836690869
2025-11-13,2025-11-14,ZOREN,0.9043218232339607,117611.45836690869
2025-11-14,2025-11-17,ZOREN,0.8616732264043493,117611.45836690869
